ncodpers,added_products
61380,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
61229,ind_reca_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1 ind_plan_fin_ult1
61299,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_ctma_fin_ult1
61295,ind_fond_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1
61292,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_valo_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_nomina_ult1 ind_ctma_fin_ult1
61484,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1
62750,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1
62739,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1
62733,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
62746,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1
62653,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1
62640,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1
62670,ind_cco_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1
62694,ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_ctop_fin_ult1 ind_reca_fin_ult1
62955,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_cno_fin_ult1
63041,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_valo_fin_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1
62872,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1 ind_ctop_fin_ult1 ind_reca_fin_ult1
62859,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
62834,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1
62940,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1
62287,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_valo_fin_ult1
62554,ind_recibo_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_ctop_fin_ult1
62598,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_valo_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1
62575,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_nom_pens_ult1
62465,ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_cno_fin_ult1
67595,ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
67551,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
67451,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1
67535,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1
67711,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_fond_fin_ult1
67772,ind_cco_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1 ind_pres_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
67741,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_ctop_fin_ult1 ind_nomina_ult1
67031,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_fond_fin_ult1
67020,ind_cco_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
67331,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
67376,ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_nomina_ult1 ind_valo_fin_ult1 ind_pres_fin_ult1
67371,ind_cco_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
67280,ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_ctop_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1
67267,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
68587,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1
68567,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1
68067,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_valo_fin_ult1
68147,ind_cco_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_ctma_fin_ult1
68001,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_nom_pens_ult1
68280,ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1
68325,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1
68175,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1
68154,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_reca_fin_ult1
65652,ind_recibo_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
65461,ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ctop_fin_ult1
65838,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_ctop_fin_ult1
65797,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1
65103,ind_recibo_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1 ind_nomina_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
65116,ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1
65125,ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
64997,ind_recibo_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_deco_fin_ult1
65310,ind_tjcr_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1 ind_plan_fin_ult1 ind_valo_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1
65265,ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
66598,ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_fond_fin_ult1
66575,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1
66659,ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_valo_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_ctop_fin_ult1
66457,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_valo_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
66545,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
66542,ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1
66830,ind_recibo_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
66866,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_ctma_fin_ult1 ind_nom_pens_ult1
66918,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1
66910,ind_recibo_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1
66880,ind_cco_fin_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1
66796,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_fond_fin_ult1
66715,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_fond_fin_ult1
66704,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1
66060,ind_valo_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ctop_fin_ult1 ind_nomina_ult1 ind_fond_fin_ult1 ind_nom_pens_ult1
66045,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_valo_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1
66129,ind_cno_fin_ult1 ind_cco_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctop_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1
65964,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1
65922,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctop_fin_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1
66403,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1
66269,ind_cco_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_tjcr_fin_ult1
66244,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1
66236,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
25874,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
25774,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_nomina_ult1
25724,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1
25832,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ctop_fin_ult1
25811,ind_recibo_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1
25063,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1
25134,ind_tjcr_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1 ind_reca_fin_ult1 ind_ctop_fin_ult1 ind_valo_fin_ult1
24919,ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1 ind_ctpp_fin_ult1 ind_ctma_fin_ult1 ind_pres_fin_ult1
24948,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_nomina_ult1 ind_cno_fin_ult1
25304,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_nom_pens_ult1
25398,ind_recibo_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1
25206,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1
25271,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_ctpp_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1
25249,ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
25245,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_valo_fin_ult1
26617,ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_recibo_ult1 ind_cno_fin_ult1 ind_reca_fin_ult1 ind_ctop_fin_ult1
26502,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1
26580,ind_recibo_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_ctpp_fin_ult1 ind_tjcr_fin_ult1
26862,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1 ind_cno_fin_ult1
26839,ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_recibo_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1
26838,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1
26015,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
26442,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
26259,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_ctop_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1
26232,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1
26324,ind_cco_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1
26283,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_ctop_fin_ult1 ind_valo_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1
23684,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_valo_fin_ult1 ind_fond_fin_ult1
23670,ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_fond_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1
23664,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1
23498,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_fond_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1
23477,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_ctop_fin_ult1 ind_nomina_ult1 ind_ecue_fin_ult1
23471,ind_tjcr_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_recibo_ult1 ind_reca_fin_ult1 ind_valo_fin_ult1 ind_ecue_fin_ult1
23554,ind_nom_pens_ult1 ind_recibo_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_cco_fin_ult1 ind_nomina_ult1 ind_ecue_fin_ult1
23521,ind_recibo_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1
23831,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
23897,ind_cco_fin_ult1 ind_tjcr_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_ctop_fin_ult1 ind_reca_fin_ult1
23863,ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_dela_fin_ult1 ind_valo_fin_ult1 ind_ctop_fin_ult1 ind_recibo_ult1 ind_cco_fin_ult1
23786,ind_recibo_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
23773,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctop_fin_ult1 ind_valo_fin_ult1
23766,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
23762,ind_cco_fin_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_recibo_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1
23140,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
23205,ind_cco_fin_ult1 ind_recibo_ult1 ind_ecue_fin_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
23008,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
23100,ind_cco_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1 ind_nom_pens_ult1 ind_ecue_fin_ult1 ind_nomina_ult1 ind_dela_fin_ult1
23049,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1 ind_cno_fin_ult1
23367,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1 ind_ecue_fin_ult1
23363,ind_recibo_ult1 ind_dela_fin_ult1 ind_nomina_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_fond_fin_ult1 ind_ecue_fin_ult1
23358,ind_recibo_ult1 ind_reca_fin_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_dela_fin_ult1
23448,ind_recibo_ult1 ind_dela_fin_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_ecue_fin_ult1 ind_fond_fin_ult1 ind_valo_fin_ult1
23430,ind_recibo_ult1 ind_fond_fin_ult1 ind_tjcr_fin_ult1 ind_ctop_fin_ult1 ind_reca_fin_ult1 ind_ctpp_fin_ult1 ind_dela_fin_ult1
23256,ind_recibo_ult1 ind_ecue_fin_ult1 ind_tjcr_fin_ult1 ind_ctpp_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_nom_pens_ult1
24555,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
24625,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_cno_fin_ult1 ind_ctop_fin_ult1 ind_valo_fin_ult1
24600,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_ctpp_fin_ult1 ind_cno_fin_ult1
24526,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_ctpp_fin_ult1 ind_nom_pens_ult1
24823,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_nomina_ult1 ind_dela_fin_ult1 ind_reca_fin_ult1 ind_cno_fin_ult1
24805,ind_reca_fin_ult1 ind_cco_fin_ult1 ind_ctop_fin_ult1 ind_ctpp_fin_ult1 ind_valo_fin_ult1 ind_dela_fin_ult1 ind_fond_fin_ult1
24744,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1
24076,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_dela_fin_ult1 ind_ctop_fin_ult1 ind_ecue_fin_ult1 ind_nomina_ult1
24147,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_nom_pens_ult1 ind_dela_fin_ult1 ind_cno_fin_ult1 ind_ctpp_fin_ult1
24127,ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_cco_fin_ult1 ind_valo_fin_ult1 ind_dela_fin_ult1 ind_recibo_ult1 ind_ctma_fin_ult1
23974,ind_tjcr_fin_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_reca_fin_ult1 ind_valo_fin_ult1 ind_nomina_ult1
24027,ind_tjcr_fin_ult1 ind_nom_pens_ult1 ind_cno_fin_ult1 ind_nomina_ult1 ind_ctop_fin_ult1 ind_dela_fin_ult1 ind_pres_fin_ult1
24340,ind_recibo_ult1 ind_tjcr_fin_ult1 ind_reca_fin_ult1 ind_fond_fin_ult1 ind_dela_fin_ult1 ind_ecue_fin_ult1 ind_nom_pens_ult1
